Employee_ID,Tasks_Assigned,Tasks_Completed,Avg_TAT_Hours,Error_Rate,Quality_Score,Escalations,Rework_Count,Experience_Years,Team,Shift,SLA_Status
EMP_3045,87,87,2.98,13.54,91.93,1,4,0.6,Ads,Night,Met
EMP_1670,147,112,6.0,14.66,66.23,4,4,3.1,Moderation,Day,Breached
EMP_7236,111,60,,,,7,11,5.0,QA,Day,Breached
EMP_5495,101,101,3.89,3.64,86.09,1,14,5.1,Moderation,Day,Met
EMP_8651,128,128,,,,4,5,6.7,Moderation,Day,Met
EMP_5786,109,97,3.56,5.33,94.72,1,4,6.7,Support,Night,Met
EMP_8526,195,154,5.47,2.83,75.97,5,10,2.4,QA,Night,Met
EMP_2420,105,85,5.69,7.67,68.42,0,13,5.6,QA,Day,Breached
EMP_5585,93,93,4.98,9.43,62.98,7,11,4.9,QA,Night,Breached
EMP_9179,176,111,2.67,4.16,98.31,0,13,2.5,QA,Day,Breached
EMP_6251,85,85,4.62,5.97,80.3,5,2,4.2,Ads,Night,Met
EMP_5294,121,77,3.43,8.74,83.41,1,10,4.0,Support,Night,Breached
EMP_5263,145,145,6.21,4.26,69.92,2,2,9.7,Ads,Night,Breached
EMP_7313,187,149,7.47,3.79,66.31,1,8,0.8,QA,Night,Breached
EMP_6803,99,99,3.49,8.62,95.6,2,8,5.5,QA,Night,Met
EMP_8625,148,130,7.0,11.43,80.56,1,14,3.7,Moderation,Day,Breached
EMP_2535,175,175,,,,6,13,1.1,Moderation,Night,Breached
EMP_1410,112,81,2.37,13.21,64.66,9,5,9.3,Moderation,Day,Breached
EMP_5252,83,83,3.7,0.7,62.87,6,1,3.5,QA,Night,Breached
EMP_9485,172,172,4.4,2.4,89.14,9,5,6.7,Support,Night,Met
EMP_272,81,81,7.54,9.11,60.04,2,11,1.7,Ads,Day,Breached
EMP_3691,140,140,2.89,12.89,81.67,1,6,1.0,Ads,Day,Met
EMP_9567,81,81,6.73,5.99,86.64,3,5,6.6,Moderation,Day,Met
EMP_7705,94,94,,,,5,11,8.0,Ads,Day,Met
EMP_2732,112,66,3.7,3.95,66.55,2,1,7.6,Ads,Night,Breached
EMP_3311,113,113,8.05,2.16,80.93,3,14,2.1,Moderation,Night,Breached
EMP_391,179,75,6.41,10.97,87.55,5,5,1.2,QA,Night,Breached
EMP_8264,190,176,3.51,10.08,95.57,5,4,9.2,Moderation,Night,Met
EMP_4443,103,66,6.53,10.15,68.36,7,12,8.9,Moderation,Day,Breached
EMP_5764,138,84,3.91,14.43,99.95,1,7,6.9,QA,Day,Breached
EMP_2027,135,74,5.11,1.75,61.01,2,10,2.6,Moderation,Night,Breached
EMP_6306,190,151,,,,6,2,1.8,Ads,Day,Met
EMP_8133,123,123,6.28,10.75,87.72,0,7,8.7,Moderation,Day,Met
EMP_3018,84,84,6.4,14.48,74.61,8,4,9.8,Moderation,Day,Breached
EMP_8168,93,63,5.06,14.58,97.54,5,14,3.3,Ads,Night,Breached
EMP_4306,87,78,7.72,12.51,96.83,1,7,6.7,QA,Night,Breached
EMP_3293,132,132,2.44,4.66,92.52,2,2,6.8,Moderation,Night,Met
EMP_7807,174,164,6.05,0.89,87.35,5,9,5.7,Support,Day,Met
EMP_4923,112,112,3.57,9.09,93.78,3,10,6.6,Support,Night,Breached
EMP_7331,142,142,5.31,5.59,64.73,5,6,8.7,Support,Night,Breached
EMP_1341,155,77,8.42,1.19,97.5,1,1,3.0,Support,Night,Breached
EMP_8671,89,89,4.8,7.16,90.01,1,8,2.8,Ads,Night,Met
EMP_6113,146,139,6.25,7.75,76.75,0,4,6.8,QA,Night,Met
EMP_2060,84,83,7.86,0.06,64.43,6,13,9.3,Ads,Day,Breached
EMP_8712,150,150,,,,7,6,4.9,Moderation,Night,Breached
EMP_7426,138,91,6.63,4.75,90.13,6,4,9.4,QA,Day,Breached
EMP_3600,181,164,,,,5,1,7.7,Support,Night,Met
EMP_1959,121,111,4.53,6.46,86.59,0,7,9.6,Ads,Night,Met
EMP_4265,170,121,6.28,6.08,74.98,1,4,1.7,QA,Night,Breached
EMP_3168,115,71,7.47,13.15,94.42,8,10,4.6,QA,Day,Breached
EMP_6436,153,153,4.41,12.83,77.75,7,7,4.9,Support,Day,Breached
EMP_7000,93,93,7.11,0.18,88.23,0,13,2.9,QA,Night,Breached
EMP_20,101,61,5.77,12.07,96.18,6,10,1.6,Moderation,Night,Breached
EMP_9399,180,140,4.16,2.73,74.47,6,12,5.5,Ads,Day,Breached
EMP_5154,151,151,5.47,12.33,81.12,3,11,7.1,Ads,Night,Breached
EMP_7737,112,112,6.48,14.5,99.72,1,14,6.8,QA,Night,Breached
EMP_4511,127,127,9.0,5.39,76.25,1,6,4.3,Moderation,Night,Breached
EMP_2034,177,142,6.63,9.12,89.98,6,0,8.2,Ads,Night,Met
EMP_1185,136,136,,,,9,5,2.3,Ads,Day,Met
EMP_4233,155,155,4.06,2.01,92.66,7,0,5.8,Moderation,Day,Met
EMP_477,126,126,6.8,8.44,71.04,2,14,4.7,Moderation,Day,Breached
EMP_9824,128,86,3.15,6.81,98.01,1,1,0.7,QA,Day,Breached
EMP_7631,188,62,6.77,9.4,76.53,6,10,4.7,Support,Day,Breached
EMP_7655,176,159,3.99,0.57,75.89,8,4,7.7,Ads,Night,Met
EMP_4761,142,142,5.88,10.52,99.06,5,8,5.5,Moderation,Night,Breached
EMP_2236,197,71,2.53,0.09,76.91,2,7,5.8,QA,Night,Breached
EMP_6412,103,90,,,,4,11,7.5,QA,Night,Met
EMP_363,103,103,8.48,10.71,63.83,2,4,2.5,Ads,Night,Breached
EMP_1832,152,146,3.96,14.62,64.51,0,1,5.2,Moderation,Day,Breached
EMP_372,115,96,5.6,2.26,75.31,5,9,9.7,Ads,Night,Met
EMP_2144,85,83,5.62,7.01,87.41,1,3,1.0,Ads,Day,Met
EMP_3413,183,183,6.25,6.25,88.74,3,8,8.1,Ads,Day,Met
EMP_5930,165,149,,,,7,11,1.3,Ads,Day,Breached
EMP_5193,140,116,4.24,14.88,99.14,1,6,8.8,Support,Day,Breached
EMP_242,116,97,6.33,8.92,91.55,0,6,8.4,Support,Day,Met
EMP_6853,173,173,3.73,8.07,91.53,2,1,5.1,Support,Day,Met
EMP_5650,91,91,7.36,14.74,64.32,0,0,7.4,Moderation,Night,Breached
EMP_2766,83,83,8.8,7.86,73.96,9,3,6.6,QA,Day,Breached
EMP_2766,83,83,8.8,7.86,73.96,9,3,6.6,QA,Day,Breached
EMP_232,195,151,,,,4,5,2.2,Moderation,Night,Met
EMP_3062,91,91,2.47,10.73,72.94,2,6,1.9,Moderation,Day,Met
EMP_2331,158,126,3.79,8.14,79.73,0,10,2.2,Moderation,Day,Met
EMP_8022,136,104,2.64,14.88,73.19,1,2,9.6,Support,Night,Met
EMP_2261,154,154,8.08,9.01,90.92,5,9,4.8,Support,Day,Breached
EMP_8304,124,124,4.68,6.92,83.7,3,2,7.3,Support,Day,Met
EMP_6164,183,139,6.02,6.49,83.33,0,5,5.4,QA,Day,Met
EMP_1244,88,88,8.57,13.55,70.86,8,0,2.0,Moderation,Night,Breached
EMP_7489,179,141,8.66,2.53,71.39,1,7,3.4,Support,Day,Breached
EMP_785,93,66,4.97,10.14,65.79,4,3,6.6,Moderation,Night,Breached
EMP_2309,94,94,7.19,9.25,90.45,1,10,4.4,Ads,Day,Breached
EMP_4036,169,166,6.25,6.9,80.09,1,3,5.3,Support,Day,Met
EMP_482,185,128,5.27,5.06,89.19,1,6,6.2,Ads,Day,Breached
EMP_3938,88,88,5.81,6.04,79.57,2,11,4.4,Moderation,Night,Met
EMP_6016,146,72,8.64,12.07,69.74,6,10,5.4,Ads,Day,Breached
EMP_4968,184,91,4.17,11.17,94.36,5,10,9.9,Ads,Night,Breached
EMP_4049,130,92,,,,6,0,3.8,QA,Night,Breached
EMP_7065,104,104,2.13,14.15,75.77,5,3,8.4,Moderation,Night,Breached
EMP_9965,170,166,2.48,3.89,72.4,1,0,6.5,Ads,Day,Met
EMP_6828,92,72,6.53,6.42,85.53,4,2,7.3,QA,Night,Met
EMP_8238,192,183,2.83,13.46,73.82,2,8,2.0,Support,Night,Breached
EMP_2563,179,126,7.79,4.94,90.83,8,6,3.4,Moderation,Night,Breached
EMP_8290,176,154,8.98,13.89,68.55,2,9,0.6,Moderation,Night,Breached
EMP_8781,198,110,3.13,2.36,82.76,5,11,3.9,QA,Day,Breached
EMP_3316,178,126,4.29,0.41,68.41,2,13,1.1,Support,Day,Breached
EMP_8362,178,140,7.89,10.44,85.61,8,1,2.2,Support,Day,Breached
EMP_4455,132,129,3.12,9.77,86.76,7,11,9.3,Moderation,Day,Breached
EMP_7995,172,84,8.23,12.34,71.12,6,0,8.0,Ads,Night,Breached
EMP_9375,123,101,6.91,9.29,80.09,3,4,1.1,Ads,Day,Met
EMP_6946,145,145,8.99,4.98,90.2,5,0,2.4,QA,Night,Breached
EMP_4126,114,114,3.34,1.27,96.37,3,4,4.0,Moderation,Day,Met
EMP_2046,194,151,8.0,2.9,79.56,4,9,3.2,QA,Day,Breached
EMP_8115,173,71,4.43,9.77,99.43,7,6,2.5,Support,Day,Breached
EMP_2098,104,104,8.21,14.13,99.39,7,9,1.1,Support,Day,Breached
EMP_2444,174,174,6.75,0.7,80.7,3,5,8.6,Moderation,Day,Met
EMP_3454,104,104,8.98,13.33,93.23,8,5,7.4,Moderation,Day,Breached
EMP_1709,173,106,4.79,12.4,76.62,8,10,5.8,QA,Night,Breached
EMP_6272,92,92,4.01,5.73,95.63,0,1,7.5,QA,Day,Met
EMP_1903,105,105,6.44,1.82,98.59,6,2,9.5,Moderation,Night,Met
EMP_5509,113,108,5.71,4.24,91.07,8,11,9.0,Moderation,Night,Breached
EMP_5230,95,95,2.7,9.76,75.41,4,0,9.0,QA,Night,Met
EMP_3580,154,154,3.04,5.71,84.81,6,0,5.5,QA,Day,Met
EMP_7554,137,131,3.2,6.66,94.74,0,5,7.0,Moderation,Day,Met
EMP_3056,159,159,4.74,7.69,73.73,0,10,5.0,Support,Day,Met
EMP_2388,120,120,8.69,4.63,89.94,2,13,8.4,Moderation,Day,Breached
EMP_9180,154,154,8.96,8.41,69.99,6,9,7.8,Support,Day,Breached
EMP_381,172,62,8.16,9.99,73.67,8,10,4.6,Support,Night,Breached
EMP_2047,188,184,8.35,1.79,70.23,5,1,7.5,QA,Night,Breached
EMP_2297,159,70,6.67,0.83,63.01,2,12,1.0,Ads,Night,Breached
EMP_8306,148,77,4.57,12.02,94.66,2,14,9.0,QA,Night,Breached
EMP_4024,126,126,4.76,11.27,71.9,2,0,2.2,Moderation,Night,Met
EMP_7158,158,158,4.67,6.91,85.83,3,14,7.5,Moderation,Day,Breached
EMP_6934,145,73,6.61,4.62,67.66,4,7,1.0,Moderation,Day,Breached
EMP_9363,138,138,3.67,0.65,93.2,9,0,7.7,Moderation,Night,Met
EMP_5424,142,110,6.71,5.2,96.28,2,0,9.2,Moderation,Night,Met
EMP_8530,83,83,2.47,6.6,79.2,2,14,9.5,Moderation,Day,Breached
EMP_2029,125,125,4.04,6.13,99.95,0,0,0.6,Ads,Day,Met
EMP_2468,139,110,6.67,12.32,81.26,3,12,3.6,Ads,Night,Breached
EMP_6683,177,68,4.31,2.71,62.8,2,1,1.2,Moderation,Night,Breached
EMP_8026,181,181,6.3,9.78,90.46,8,14,3.6,QA,Day,Breached
EMP_1432,117,90,,,,1,8,7.8,QA,Day,Breached
EMP_1534,105,75,2.22,7.23,93.26,7,14,4.4,Ads,Day,Breached
EMP_8383,165,149,4.06,10.8,72.73,0,4,2.8,QA,Night,Met
EMP_9592,169,82,8.74,13.94,74.5,9,5,7.8,QA,Night,Breached
EMP_9844,156,156,,,,3,7,6.3,Support,Night,Breached
EMP_5092,156,68,4.2,4.8,94.59,4,3,6.2,QA,Day,Breached
EMP_4435,169,125,2.28,4.37,79.34,4,11,1.9,Ads,Day,Breached
EMP_2042,172,132,6.85,10.64,67.15,1,1,0.5,QA,Night,Breached
EMP_31,112,112,2.15,2.38,95.55,9,8,3.0,Ads,Day,Met
EMP_3009,149,149,3.71,8.59,78.6,0,9,8.8,Support,Night,Met
EMP_3100,115,115,3.92,2.13,78.99,4,1,7.6,Support,Day,Met
EMP_6025,92,92,5.6,14.44,64.76,7,9,7.5,Support,Night,Breached
EMP_8395,166,97,5.16,8.74,98.86,4,2,8.5,Ads,Day,Breached
EMP_7241,140,140,3.66,4.9,85.46,7,1,8.2,Ads,Day,Met
EMP_3542,187,120,6.03,5.92,68.85,9,12,2.5,Moderation,Night,Breached
EMP_4931,102,76,6.14,5.82,70.02,1,8,7.9,QA,Night,Breached
EMP_2339,143,143,5.62,9.89,75.81,1,5,7.7,Support,Night,Met
EMP_6777,111,111,,,,0,7,8.2,Support,Night,Met
EMP_8884,80,80,6.06,13.08,77.08,5,0,7.8,Support,Night,Met
EMP_416,188,176,4.54,4.09,79.59,6,1,5.7,Ads,Day,Met
EMP_8602,110,108,5.61,3.42,95.62,7,4,2.5,Moderation,Day,Met
EMP_9975,133,78,6.05,2.25,61.45,0,12,3.8,Support,Day,Breached
EMP_7665,188,76,7.52,12.28,93.93,9,1,1.3,Ads,Night,Breached
EMP_7321,94,94,3.23,2.02,90.31,5,1,7.2,Ads,Night,Met
EMP_9919,130,130,5.82,9.63,92.41,7,2,9.3,Moderation,Night,Met
EMP_4827,136,95,3.22,1.69,64.59,1,5,8.7,Moderation,Night,Breached
EMP_3972,173,173,8.62,4.99,96.12,8,6,9.9,Ads,Night,Breached
EMP_4118,199,124,,,,0,11,3.6,Ads,Night,Breached
EMP_4614,116,68,4.02,2.86,77.86,0,4,8.8,Moderation,Night,Breached
EMP_5413,170,144,5.79,5.3,94.61,5,2,4.9,Support,Day,Met
EMP_3224,110,110,5.28,4.78,99.49,2,1,3.4,QA,Night,Met
EMP_8169,118,118,3.65,0.9,84.51,3,8,9.0,Moderation,Day,Met
EMP_6319,92,92,,,,1,3,5.6,Moderation,Day,Breached
EMP_3459,193,114,,,,5,2,8.6,Moderation,Night,Breached
EMP_4210,99,70,3.45,12.09,62.46,4,12,0.7,Moderation,Day,Breached
EMP_9376,189,183,,,,0,10,7.0,Moderation,Night,Breached
EMP_8690,107,81,2.13,2.07,74.08,5,0,8.4,QA,Day,Met
EMP_7744,102,102,4.44,3.62,77.28,3,9,8.5,Moderation,Night,Met
EMP_1900,150,71,6.42,12.9,97.21,7,8,6.5,Support,Day,Breached
EMP_6220,110,90,,,,8,2,9.2,Ads,Night,Breached
EMP_6315,175,121,2.77,3.7,69.07,5,6,1.0,Support,Day,Breached
EMP_9031,159,107,7.31,14.39,85.03,4,2,5.0,Moderation,Night,Breached
EMP_4809,199,94,2.25,6.49,87.65,1,1,9.6,QA,Night,Breached
EMP_4625,143,99,3.43,13.09,85.73,1,12,8.2,Support,Day,Breached
EMP_660,170,170,,,,5,4,1.6,Support,Night,Met
EMP_4240,131,131,7.62,13.02,64.69,3,0,9.0,Moderation,Night,Breached
EMP_2480,194,90,7.69,3.52,69.32,9,0,5.0,Ads,Night,Breached
EMP_4914,135,131,8.81,0.42,86.11,2,11,7.1,Ads,Night,Breached
EMP_5265,198,185,5.34,7.82,75.55,2,3,1.1,Support,Night,Met
EMP_2309,94,94,7.19,9.25,90.45,1,10,4.4,Ads,Day,Breached
EMP_4233,155,155,4.06,2.01,92.66,7,0,5.8,Moderation,Day,Met
EMP_965,165,108,8.03,14.78,65.91,3,14,2.0,Moderation,Day,Breached
EMP_8310,161,156,5.84,1.86,98.1,7,1,8.8,Moderation,Night,Met
EMP_4703,92,92,5.22,13.0,80.32,1,5,9.7,Ads,Night,Met
EMP_9331,81,81,4.65,8.72,66.06,6,13,1.5,Ads,Day,Breached
EMP_6317,100,100,7.63,14.26,80.16,8,0,1.6,QA,Day,Breached
EMP_6828,92,72,6.53,6.42,85.53,4,2,7.3,QA,Night,Met
EMP_2082,199,190,5.02,3.67,78.4,8,7,4.8,Moderation,Day,Met
EMP_2275,94,94,6.33,10.2,60.24,6,2,9.7,Ads,Day,Breached
EMP_6417,111,111,5.27,10.24,78.83,3,1,0.6,Moderation,Night,Met
EMP_831,140,86,,,,2,3,3.0,Ads,Day,Breached
EMP_745,191,180,6.97,3.3,95.93,6,9,7.3,Moderation,Day,Met
EMP_875,164,160,,,,1,10,1.1,Moderation,Day,Met
EMP_6848,173,110,3.14,2.29,76.51,2,0,3.3,Ads,Night,Breached
EMP_9893,179,174,4.14,5.23,78.26,6,1,6.8,Moderation,Night,Met
EMP_2655,108,86,5.29,2.79,95.51,4,2,3.3,Support,Night,Met
EMP_6413,193,65,2.97,14.94,66.45,5,10,7.9,Ads,Night,Breached
EMP_8880,97,72,4.33,14.91,93.68,8,3,5.3,Moderation,Night,Breached
EMP_4775,82,82,5.66,1.95,89.83,8,3,7.5,Moderation,Day,Met
EMP_4851,103,62,4.24,0.52,66.13,7,7,2.5,QA,Night,Breached
EMP_9906,134,107,5.72,10.13,61.6,2,7,2.0,Ads,Day,Breached
EMP_3691,140,140,2.89,12.89,81.67,1,6,1.0,Ads,Day,Met
EMP_6828,92,72,6.53,6.42,85.53,4,2,7.3,QA,Night,Met
EMP_2340,123,110,8.34,0.21,95.05,3,5,8.6,QA,Day,Breached
EMP_1476,183,183,2.07,5.21,99.79,1,3,1.8,Moderation,Day,Met
EMP_5005,107,107,3.03,4.28,73.93,3,1,1.7,Moderation,Night,Met
EMP_149,151,111,4.15,0.17,61.44,8,11,4.5,Moderation,Night,Breached
EMP_5373,147,147,6.97,9.23,82.66,1,6,5.1,Ads,Night,Met
EMP_9661,120,120,6.56,8.73,86.18,3,5,8.9,Ads,Day,Met
EMP_8972,165,118,6.97,3.69,80.96,5,11,6.0,Moderation,Day,Breached
EMP_1508,80,80,3.72,3.19,94.24,6,4,9.8,Ads,Day,Met
EMP_4568,147,147,5.37,14.34,94.04,4,0,9.9,QA,Night,Met
EMP_306,152,152,5.3,10.86,62.98,5,12,8.1,QA,Day,Breached
EMP_1436,179,74,5.47,6.72,64.29,9,11,5.6,Support,Night,Breached
EMP_5817,114,100,7.49,3.93,79.91,8,12,1.0,Moderation,Day,Breached
EMP_3484,100,100,,,,0,1,7.2,QA,Day,Breached
EMP_1874,167,82,3.2,6.0,94.91,7,14,9.8,QA,Night,Breached
EMP_880,98,98,7.94,4.94,83.32,0,2,3.7,Moderation,Night,Breached
EMP_5044,195,189,,,,2,12,0.7,Moderation,Night,Met
EMP_6142,159,159,2.16,4.94,93.34,1,14,9.8,Support,Day,Met
EMP_7626,154,110,5.7,3.79,65.19,7,9,4.7,Moderation,Day,Breached
EMP_4641,160,160,3.26,6.4,83.17,4,5,1.6,Moderation,Night,Met
EMP_1268,141,141,,,,2,6,5.1,Ads,Day,Met
EMP_9600,121,121,,,,4,2,0.9,Moderation,Night,Met
EMP_4144,82,82,6.75,2.51,93.36,0,1,7.1,Ads,Day,Met
EMP_3332,120,120,,,,0,9,5.0,Support,Day,Met
EMP_4951,91,91,2.54,3.11,79.03,6,0,8.9,Ads,Night,Met
EMP_2007,116,116,5.47,8.96,88.48,4,7,0.6,Ads,Night,Met
EMP_297,148,62,3.43,12.15,92.18,0,6,7.5,Moderation,Night,Breached
EMP_9534,138,138,,,,0,9,8.8,QA,Night,Met
EMP_5974,104,71,5.9,10.78,84.95,2,4,4.9,Ads,Day,Breached
EMP_912,169,63,2.09,13.8,70.64,4,1,1.1,Ads,Day,Breached
EMP_5838,188,67,4.07,1.0,94.18,6,10,3.0,Support,Night,Breached
EMP_4532,106,79,6.96,0.12,82.96,5,5,5.7,Moderation,Night,Breached
EMP_8222,156,88,2.67,14.09,80.78,5,6,7.7,Support,Day,Breached
EMP_5585,93,93,4.98,9.43,62.98,7,11,4.9,QA,Night,Breached
EMP_8960,167,85,2.11,14.53,73.98,5,5,8.8,Ads,Night,Breached
EMP_1187,182,135,2.78,1.36,89.16,4,1,4.5,QA,Day,Breached
EMP_2879,156,154,4.66,11.66,91.52,3,4,1.3,Ads,Day,Met
EMP_1081,191,180,6.3,1.39,83.76,5,4,6.8,QA,Day,Met
EMP_4834,111,111,5.37,2.38,88.33,5,0,2.6,QA,Day,Met
EMP_7133,182,128,2.77,13.46,72.98,8,6,0.7,Moderation,Night,Breached
EMP_8177,137,137,5.32,6.87,96.48,3,6,2.4,Moderation,Night,Met
EMP_4724,145,145,6.17,14.08,60.89,1,2,2.2,QA,Night,Breached
EMP_9022,170,83,7.53,7.94,76.3,1,3,3.6,Moderation,Day,Breached
EMP_7620,185,163,4.93,4.53,65.37,7,2,6.1,QA,Night,Breached
EMP_4784,162,162,7.45,1.8,61.21,2,4,8.5,Support,Night,Breached
EMP_2431,185,121,6.01,5.76,66.52,7,5,5.3,Moderation,Night,Breached
EMP_841,124,104,5.32,2.52,92.25,3,14,2.5,Support,Day,Met
EMP_8529,94,94,6.66,9.56,90.07,7,0,1.3,Ads,Day,Met
EMP_7285,150,105,3.64,3.42,95.52,8,14,2.0,Support,Day,Breached
EMP_9903,113,113,5.71,12.38,73.87,8,10,3.5,Moderation,Night,Breached
EMP_1210,192,82,7.15,4.65,66.31,5,6,6.4,Moderation,Day,Breached
EMP_4545,109,104,2.4,8.39,62.27,6,8,6.2,Support,Day,Breached
EMP_2151,138,109,,,,7,1,3.1,Ads,Night,Met
EMP_9481,163,163,4.69,3.16,74.17,7,0,1.7,Ads,Night,Met
EMP_7658,184,152,6.11,0.38,80.02,0,4,7.5,QA,Day,Met
EMP_4339,98,98,5.52,5.52,96.84,4,4,4.4,QA,Day,Met
EMP_106,157,137,4.53,12.05,95.65,9,14,9.9,Moderation,Day,Breached
EMP_624,155,89,8.17,6.28,98.93,5,12,5.2,Ads,Day,Breached
EMP_7796,166,156,4.71,0.45,61.15,4,10,8.6,Ads,Night,Breached
EMP_2511,133,133,8.59,8.55,84.72,9,1,6.9,Support,Night,Breached
EMP_9840,169,169,5.28,5.9,77.49,8,2,1.2,Support,Night,Met
EMP_3940,94,92,5.28,9.15,98.13,5,13,4.0,Ads,Day,Breached
EMP_2492,130,92,7.81,9.45,63.54,7,10,5.1,Moderation,Night,Breached
EMP_4978,95,89,7.14,12.91,72.45,1,3,0.7,Ads,Day,Breached
EMP_3273,141,141,5.99,13.75,85.98,4,14,3.8,Ads,Day,Breached
EMP_3167,112,112,7.49,6.3,87.94,4,4,9.4,Ads,Day,Breached
EMP_6331,102,102,,,,5,8,8.2,Moderation,Night,Breached
EMP_8450,104,104,2.21,3.57,70.93,0,2,7.3,Support,Day,Met
EMP_6038,180,112,,,,8,1,4.8,Support,Day,Breached
EMP_8695,157,145,,,,1,14,7.8,Support,Night,Breached
EMP_2520,110,110,3.14,2.86,90.94,2,7,7.3,Moderation,Day,Met
EMP_5951,84,84,3.89,11.68,68.85,3,8,9.6,Moderation,Night,Breached
EMP_8515,127,103,8.83,0.95,87.18,3,1,6.4,Ads,Night,Breached
EMP_691,169,169,5.2,5.33,89.93,6,13,4.6,QA,Night,Breached
EMP_7486,108,108,6.9,4.87,87.8,5,13,7.8,QA,Day,Breached
EMP_5813,193,151,7.83,7.79,81.79,8,2,8.5,Ads,Night,Breached
EMP_5371,120,120,2.17,5.61,65.71,2,3,2.9,Support,Night,Breached
EMP_9372,95,95,4.57,4.0,77.86,2,9,1.7,Ads,Day,Met
EMP_9211,119,87,6.42,6.81,90.48,9,13,3.9,Ads,Night,Breached
EMP_7270,188,188,6.23,12.93,80.77,0,4,4.9,Support,Night,Met
EMP_7514,133,133,5.07,2.71,88.93,3,6,1.2,QA,Day,Met
EMP_1205,165,165,7.49,13.81,66.9,8,11,6.5,Support,Night,Breached
EMP_2573,116,116,3.16,9.81,99.6,0,14,1.1,Support,Day,Breached
EMP_217,187,187,7.44,5.07,92.44,1,6,6.2,QA,Night,Breached
EMP_4131,192,107,5.19,14.68,63.12,7,3,4.6,Support,Night,Breached
EMP_2479,124,92,5.53,1.96,60.17,4,4,6.9,Ads,Night,Breached
EMP_7506,142,60,3.7,6.92,80.18,4,14,9.1,QA,Day,Breached
EMP_200,115,115,3.77,7.38,73.6,1,11,2.0,Ads,Night,Met
EMP_4107,156,156,2.62,1.36,63.74,1,0,0.5,QA,Night,Breached
EMP_9772,88,88,5.28,11.27,60.73,1,0,4.9,Ads,Day,Breached
EMP_6700,118,97,,,,2,5,1.4,Support,Night,Met
EMP_8157,145,145,5.06,1.45,88.89,5,0,7.3,QA,Night,Met
EMP_9411,116,66,5.55,8.11,73.71,2,7,8.1,QA,Day,Breached
EMP_9684,116,68,2.77,10.11,70.64,3,10,8.6,Moderation,Night,Breached
EMP_1829,188,132,3.06,12.27,98.72,1,10,0.7,Support,Day,Breached
EMP_2877,81,81,2.85,13.81,83.21,1,11,5.9,Support,Day,Breached
EMP_4797,145,134,5.79,4.41,71.63,5,7,2.1,QA,Night,Met
EMP_2025,149,93,3.89,5.69,87.26,1,1,5.5,Ads,Night,Breached
EMP_1739,197,117,5.16,6.42,68.42,4,3,8.6,Moderation,Night,Breached
EMP_5670,145,145,3.07,2.14,78.54,3,8,5.2,Support,Night,Met
EMP_437,128,128,3.22,8.59,86.37,6,4,9.0,Support,Night,Met
EMP_5421,103,103,8.57,4.2,71.84,1,8,4.8,Support,Day,Breached
EMP_6118,132,100,5.48,0.03,89.28,5,5,2.1,Ads,Night,Met
EMP_662,103,103,3.68,4.04,79.64,4,8,7.1,Moderation,Night,Met
EMP_315,98,79,8.53,5.74,78.71,3,7,9.8,Support,Day,Breached
EMP_7050,168,96,7.1,14.16,86.21,9,7,8.7,Support,Day,Breached
EMP_5704,137,71,2.92,3.54,83.57,4,5,3.6,QA,Day,Breached
EMP_3690,195,74,6.02,3.13,94.49,4,8,1.4,Ads,Night,Breached
EMP_425,176,113,5.55,6.47,96.02,4,2,6.0,Support,Night,Breached
EMP_3305,100,100,7.15,2.81,86.04,8,1,7.0,QA,Day,Breached
EMP_7765,140,140,3.59,3.8,85.91,5,14,4.8,Support,Night,Breached
EMP_3259,142,133,,,,0,7,9.0,Ads,Day,Met
EMP_4819,184,176,3.44,0.84,71.4,8,13,7.4,Support,Day,Breached
EMP_8114,197,189,,,,2,7,7.8,Ads,Night,Breached
EMP_9965,170,166,2.48,3.89,72.4,1,0,6.5,Ads,Day,Met
EMP_4499,122,122,4.49,0.05,86.93,1,13,1.5,Ads,Night,Met
EMP_8433,100,100,2.65,2.23,88.93,9,1,6.7,QA,Day,Met
EMP_8407,100,100,4.14,2.74,94.47,4,0,1.5,Ads,Day,Met
EMP_5667,98,83,,,,4,2,3.9,Ads,Day,Met
EMP_9736,117,115,6.15,3.25,82.23,4,7,4.7,QA,Night,Met
EMP_7799,92,92,2.46,13.81,98.14,4,0,0.7,Moderation,Night,Met
EMP_6302,175,142,8.34,2.99,97.06,5,12,3.1,Ads,Day,Breached
EMP_9387,196,77,3.1,12.33,77.38,3,3,8.1,Ads,Night,Breached
EMP_504,136,123,7.66,11.54,67.91,6,6,8.9,Support,Night,Breached
EMP_2712,134,91,8.31,10.04,98.93,4,7,1.8,Moderation,Day,Breached
EMP_8918,118,74,4.05,14.91,82.57,3,7,6.5,QA,Day,Breached
EMP_7120,187,187,8.84,6.16,89.69,8,5,7.0,QA,Day,Breached
EMP_4230,119,119,4.13,6.5,97.78,3,10,4.2,Moderation,Day,Met
EMP_9671,111,111,,,,1,7,6.6,Ads,Day,Met
EMP_7530,190,81,8.2,10.97,78.69,7,13,6.0,Moderation,Night,Breached
EMP_5444,174,165,2.31,4.97,97.51,7,1,3.7,Support,Day,Met
EMP_5014,92,87,4.96,8.58,78.63,8,3,6.4,Support,Night,Met
EMP_9321,112,74,3.8,8.63,85.18,4,1,8.4,Moderation,Day,Breached
